Note,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States,,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States
,AUS,CAN,DEN,GBR,JPN,KOR,NOR,SWE,CHE,AUT,BEL,FRA,GER,ESP,ITA,FIN,NET,USA,,AUS,CAN,DEN,GBR,JPN,KOR,NOR,SWE,CHE,AUT,BEL,FRA,GER,ESP,ITA,FIN,NET,USA
,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,m_13,m_14,m_15,m_16,m_17,m_18,,M_AUS,M_CAN,M_DEN,M_GBR,M_JPN,M_KOR,M_NOR,M_SWE,M_CHE,M_AUT,M_BEL,M_FRA,M_GER,M_ESP,M_ITA,M_FIN,M_NET,M_USA
1973.1,9.9686196475,10.6893734276,11.1238011165,8.4945385009,18.2622241403,14.2778177706,11.0456381432,11.8045572271,11.7294712991,12.5874158115,13.5820641137,13.7244144863,12.9663409469,14.935577703,18.1166795697,10.1596789579,11.4908638882,13.6372208623,1973.1,21346,43887,67765,4888,85346000,1587733,62670,133861,124178,292850,791800,912930,427770,3065060,73786000,25840,97818,836700
1973.2,9.9944245475,10.7411029748,11.1820714167,8.5362111973,18.3168080099,14.3342989942,11.0963488521,11.8162323321,11.7411202374,12.6243058929,13.6382959385,13.7527943754,12.980845895,14.995905578,18.1650914773,10.1911446247,11.5372082375,13.6614627062,1973.2,21904,46217,71831,5096,90134000,1679991,65930,135433,125633,303855,837600,939210,434020,3255660,77446000,26666,102458,857231
1973.3,10.0624551836,10.7894221644,11.2096964967,8.5539107744,18.3463019659,14.4106738375,11.1049572266,11.8456621617,11.7569064022,12.6405203381,13.6342284607,13.7696132056,12.9853745863,15.0457240443,18.1962613791,10.2073997018,11.5596563675,13.650313929,1973.3,23446,48505,73843,5187,92832000,1813327,66500,139478,127632,308822,834200,955140,435990,3421960,79898000,27103,104784,847727
1973.4,10.1176307217,10.8490846276,11.2420611774,8.6292710948,18.4023945663,14.4988412137,11.1526726997,11.8902928363,11.7913372003,12.6859275908,13.6826646446,13.8057228139,13.0554112793,15.1266098178,18.2946071867,10.2980265205,11.5724483036,13.7012741008,1973.4,24776,51487,76272,5593,98188000,1980463,69750,145844,132103,323168,875600,990260,467620,3710250,88155000,29674,106133,892047
1974.1,10.1454528581,10.9079906066,11.2228137767,8.5978510944,18.4028833049,14.5459968749,11.1569645518,11.9402890418,11.7917610221,12.6983849505,13.7228468731,13.8291076965,13.03928607,15.1383378238,18.3089108431,10.2923828023,11.6172404342,13.7104122302,1974.1,25475,54611,74818,5420,98236000,2076090,70050,153321,132159,327219,911500,1013690,460140,3754020,89425000,29507,110995,900236
1974.2,10.1300253369,10.982254213,11.2589747075,8.6260475963,18.4420507697,14.5692729485,11.1867797261,11.9430571691,11.8074143186,12.733129822,13.7483018083,13.8358032612,13.0502441955,15.1827928292,18.3297270608,10.3298984252,11.6785585405,13.7142007161,1974.2,25085,58821,77573,5575,102160000,2124980,72170,153746,134244,338788,935000,1020500,465210,3924670,91306000,30635,118014,903653
1974.3,10.1268310839,11.0258489194,11.2726993337,8.6803319288,18.4493459432,14.6744009644,11.2031341069,11.9607090473,11.8251635553,12.7621020099,13.7406792473,13.843680046,13.0491042756,15.2128165677,18.3460110756,10.3624302344,11.6919666472,13.7080099762,1974.3,25005,61442,78645,5886,102908000,2360540,73360,156484,136648,348747,927900,1028570,464680,4044290,92805000,31648,119607,898076
1974.4,10.2052574243,11.0245297332,11.3229869728,8.7721454392,18.5113803112,14.7142481306,11.2570004241,11.9799433914,11.6753588908,12.803886646,13.7660051381,13.9009724017,13.1251395204,15.3013221459,18.4002331087,10.4602994131,11.708015161,13.7529679104,1974.4,27045,61361,82701,6452,109494000,2456500,77420,159523,117637,363628,951700,1089220,501390,4418550,97976000,34902,121542,939373
1975.1,10.2688248696,11.0620811189,11.3315954165,8.745921121,18.5102929026,14.7653134324,11.2634379383,12.0304446369,11.6797356737,12.8347213042,13.7977538364,13.893998211,13.1093794498,15.305471,18.4356087645,10.5200776104,11.7462569427,13.7599471068,1975.1,28820,63709,83416,6285,109375000,2585200,77920,167786,118153,375015,982400,1081650,493550,4436920,101504000,37052,126280,945952
1975.2,10.2724615521,11.1041298168,11.4274002558,8.7838558966,18.5501551682,14.8141330679,11.3136205031,12.026353699,11.6991809404,12.8741071253,13.8572281513,13.9166039825,13.1275698004,15.3484561194,18.4743352485,10.5498051457,11.8063261549,13.8092268568,1975.2,28925,66445,91803,6528,113823000,2714540,81930,167101,120473,390080,1042600,1106380,502610,4631800,105512000,38170,134098,993736
1975.3,10.333905402,11.1457238813,11.4614637353,8.8101612683,18.5730412509,14.9055024643,11.3499358365,12.055505537,11.7160458847,12.9050701794,13.864681602,13.9413411252,13.1513006273,15.3917866451,18.5173536312,10.5669741757,11.8090889682,13.8230589967,1975.3,30758,69267,94984,6702,116458000,2974250,84960,172044,122522,402347,1050400,1134090,514680,4836910,110150000,38831,134469,1007577
1975.4,10.3922209298,11.167430647,11.5615727618,8.8798899677,18.6464687955,14.9629161854,11.3988605087,12.0932622259,11.7479106268,12.9726956342,13.9079985774,13.9912689576,13.2334574249,15.4750596664,18.6217340935,10.6619307797,11.8313864688,13.8670464729,1975.4,32605,70787,104985,7186,125331000,3150010,89220,178664,126489,430497,1096900,1192150,558750,5256940,122269000,42699,137501,1052887
1976.1,10.4096422847,11.22300088,11.5816676384,8.8473598755,18.6536558072,15.02064269,11.4157535532,12.1417101089,11.7604884208,12.9891153732,13.9348035642,13.9964812027,13.2151066291,15.477631998,18.6563297748,10.6612748116,11.8897304336,13.8881920847,1976.1,33178,74832,107116,6956,126235000,3337200,90740,187533,128090,437624,1126700,1198380,548590,5270480,126573000,42671,145762,1075388
1976.2,10.4002548191,11.284354713,11.634470305,8.8927487691,18.6997659692,15.0813166651,11.4717909216,12.1219897038,11.7826395761,13.030940831,13.9897159342,14.023296787,13.2361740894,15.5236347629,18.6756562401,10.6803552846,11.9510449029,13.9216869407,1976.2,32868,79567,112924,7279,132192000,3545950,95970,183871,130959,456316,1190300,1230950,560270,5518600,129043000,43493,154979,1112018
1976.3,10.4537165651,11.3254868383,11.6277530264,8.9271813883,18.7169409191,15.1410857615,11.4856570378,12.1440961729,11.7836393892,13.0602390065,13.9924845084,14.033295779,13.2496654078,15.563006353,18.6997281447,10.6869323711,11.9642685645,13.9401579797,1976.3,34673,82908,112168,7534,134482000,3764350,97310,187981,131090,469883,1193600,1243320,567880,5740210,132187000,43780,157042,1132749
1976.4,10.5075849163,11.3431093877,11.6724815095,8.9856956945,18.7730896011,15.2517325314,11.5566552278,12.1417207736,11.8342042927,13.1286873389,14.0262575889,14.0665338328,13.3063668523,15.6512294947,18.8080972855,10.7509639684,11.980964666,13.9930707977,1976.4,36592,84382,117299,7988,142249000,4204780,104470,187535,137889,503172,1234600,1285340,601010,6269640,147317000,46675,159686,1194300
1977.1,10.5324694756,11.3752483478,11.6726775703,8.9489756078,18.7737993717,15.3041832424,11.5892381478,12.1989976769,11.8375781248,13.1342346344,14.0416894978,14.0712297156,13.2948197664,15.658294202,18.8306092098,10.7646671852,12.0456221636,14.0139129555,1977.1,37514,87138,117322,7700,142350000,4431210,107930,198590,138355,505971,1253800,1291390,594110,6314090,150671000,47319,170352,1219453
1977.2,10.5004816982,11.4312597743,11.7223189154,9.0044226013,18.8069222571,15.3778044506,11.6209723691,12.1563570533,11.8668516345,13.1747527709,14.0723983152,14.0874366544,13.3060673116,15.7028089687,18.8618925892,10.8000040567,12.0779608262,14.041127049,1977.2,36333,92158,123293,8139,147144000,4769750,111410,190300,142465,526893,1292900,1312490,600830,6601510,155459000,49021,175951,1253095
1977.3,10.5226652129,11.4678130297,11.7165354728,9.0186954877,18.8188526546,15.5022742598,11.6481554142,12.1973497111,11.8702082242,13.1849136733,14.0731714713,14.1115699425,13.3309860086,15.7475984757,18.892120841,10.812391066,12.0715636323,14.0587594359,1977.3,37148,95589,122582,8256,148910000,5401970,114480,198263,142944,532274,1293900,1344550,615990,6903910,160230000,49632,174829,1275386
1977.4,10.5651182659,11.4740494924,11.7612532153,9.1184443573,18.8783081021,15.5861008666,11.704619628,12.2311505497,11.8995610721,13.2156314736,14.1066117785,14.1586107809,13.4048620392,15.822487584,19.004269722,10.8588836063,12.103319838,14.0956943384,1977.4,38759,96187,128188,9122,158032000,5874320,121130,205079,147202,548878,1337900,1409310,663220,7440790,179246000,51994,180470,1323373
1978.1,10.5918231761,11.4982990181,11.7341311398,9.0935818114,18.8738624243,15.6627236554,11.7111203709,12.3098198605,11.9353787861,13.2360598522,14.1268847427,14.2239711751,13.3832034039,15.8319231053,19.0354771181,10.88779201,12.1446864838,14.096826409,1978.1,39808,98548,124758,8898,157331000,6342120,121920,221864,152570,560206,1365300,1504500,649010,7511330,184928000,53519,188092,1324872
1978.2,10.5775538453,11.5452280723,11.7925854463,9.1296724689,18.9219165319,15.6995118681,11.735348757,12.2981776944,11.9574574282,13.2756456803,14.1496228693,14.2481367741,13.4043341715,15.8890019325,19.0728652951,10.9438879315,12.1937014367,14.1256226854,1978.2,39244,103283,132268,9225,165076000,6579780,124910,219296,155976,582827,1396700,1541300,662870,7952540,191973000,56607,197541,1363578
1978.3,10.623033207,11.5951227729,11.7775640643,9.161990111,18.9362670178,15.7792774647,11.7528868012,12.3419095035,11.9557762703,13.3018860209,14.1519113635,14.2776080156,13.4294950737,15.9361228333,19.1037119299,10.9598010623,12.1972084746,14.1383495688,1978.3,41070,108567,130296,9528,167462000,7126120,127120,229099,155714,598323,1399900,1587400,679760,8336240,197987000,57515,198235,1381043
1978.4,10.6648773232,11.6305484878,11.8236475657,9.2459005474,19.0013308933,15.885990817,11.8097654752,12.389560189,12.0064808123,13.3493140723,14.1790419427,14.334958899,13.5024559752,16.0075126329,19.2174354045,11.0008156837,12.2133808752,14.174935218,1978.4,42825,112482,136441,10362,178720000,7928630,134560,240280,163813,627384,1438400,1681100,731210,8953120,221833000,59923,201467,1432505
1979.1,10.698875387,11.6587559132,11.8321280066,9.2092397665,18.9949768187,15.9184623062,11.8252513683,12.4566290088,12.0253478133,13.3607454307,14.195931325,14.3568459879,13.4832494421,16.0215043509,19.2175526029,11.0311892776,12.2506157083,14.173854708,1979.1,44306,115700,137603,9989,177588000,8190310,136660,256948,166933,634597,1462900,1718300,717300,9079270,221859000,61771,209110,1430958
1979.2,10.6889631993,11.7320368982,11.8787415015,9.2449350167,19.0291683254,15.9330892933,11.8600549961,12.4202521395,12.0420113507,13.385951508,14.2352729708,14.3840011339,13.4994975957,16.0691564257,19.2453472944,11.087742226,12.298788554,14.2089044344,1979.2,43869,124497,144169,10352,183765000,8310990,141500,247769,169738,650796,1521600,1765600,729050,9522390,228112000,65365,219430,1482002
1979.3,10.7204219299,11.7707177554,11.8693963881,9.2803327438,19.0451582151,16.0118892221,11.8883436517,12.4651005814,12.0467192886,13.3934586463,14.2088356062,14.4080083304,13.4989762336,16.0964653946,19.2792703265,11.1074803567,12.2927731409,14.2317177626,1979.3,45271,129407,142828,10725,186727000,8992390,145560,259134,170539,655700,1481900,1808500,728670,9786020,235983000,66668,218114,1516200
1979.4,10.774718155,11.7933412014,11.9209074032,9.3604830304,19.0819243755,16.1058044223,11.9393689795,12.4880585254,12.0973899509,13.4273095637,14.2388155842,14.4691369804,13.552807236,16.1717662673,19.3967901259,11.1668512768,12.3176363814,14.2642605452,1979.4,47797,132368,150378,11620,193720000,9877840,153180,265152,179403,678276,1527000,1922500,768970,10551370,265411000,70746,223605,1566353
1980.1,10.8092834053,11.8240066309,11.9082661604,9.3051049484,19.081144596,16.14540727,11.9389118963,12.5702017381,12.111498195,13.4438220437,14.2443014914,14.4688768685,13.5239141679,16.1873072985,19.3715236158,11.1830732675,12.3373464918,14.2658075303,1980.1,49478,136490,148489,10994,193569000,10276880,153110,287852,181952,689569,1535400,1922000,747070,10716630,258789000,71903,228056,1568778
1980.2,10.8099703434,11.8725490574,11.9409866806,9.3321154289,19.1031056458,16.182226589,11.9627263869,12.5279242338,12.0942076885,13.4662693438,14.2648649516,14.486003048,13.5237401396,16.2262888508,19.381267748,11.229142448,12.3716760631,14.3027946414,1980.2,49512,143279,153428,11295,197867000,10662320,156800,275936,178833,705223,1567300,1955200,746940,11142630,261323000,75293,236021,1627889
1980.3,10.8526132675,11.8758309587,11.9444286216,9.352100317,19.1008237354,16.25247968,11.9889732912,12.5616399763,12.0944257452,13.4914645944,14.2455381889,14.507707287,13.5264542083,16.26466567,19.3846829632,11.2545044158,12.3643704285,14.3261845702,1980.3,51669,143750,153957,11523,197416000,11438320,160970,285398,178872,723217,1537300,1998100,748970,11578560,262217000,77227,234303,1666414
1980.4,10.9058642333,11.8839923464,12.0316597328,9.4127096241,19.1481665473,16.3439914115,12.0496527263,12.6408279114,12.1021832694,13.5476873204,14.2713518734,14.5582095174,13.5972301623,16.3266306146,19.5121106342,11.3072533946,12.3725823513,14.348130354,1980.4,54495,144928,167990,12243,206987000,12534450,171040,308917,180265,765043,1577500,2101600,803900,12318720,297853000,81410,236235,1703389
1981.1,10.9291885886,11.9059400527,12.0215426519,9.372033961,19.1465564551,16.3814955328,12.0503540705,12.6603056953,12.1326359865,13.5695128281,14.2829483984,14.5719611222,13.5644175337,16.3274298911,19.4960005228,11.3250645945,12.4199857268,14.3696169111,1981.1,55781,148144,166299,11755,206654000,13013470,171160,314993,185839,781924,1595900,2130700,777950,12328570,293093000,82873,247703,1740385
1981.2,10.9330712548,11.9457398163,12.0656719992,9.3868953339,19.1889632259,16.4106928742,12.0865005104,12.6226260506,12.1489042316,13.5807257595,14.3428392538,14.5995947335,13.5741011978,16.3657460415,19.4917128383,11.3757416962,12.4506253761,14.3881666644,1981.2,55998,154159,173802,11931,215606000,13399030,177460,303345,188887,790741,1694400,2190400,785520,12810120,291839000,87181,255410,1772970
1981.3,10.9590531517,12.0071032798,12.0575146309,9.3833688819,19.1937198516,16.4733349649,12.1174053528,12.6485059317,12.1450107406,13.5884556171,14.3092917471,14.6146830332,13.5758564545,16.4041786956,19.4933835967,11.4024742358,12.4472800585,14.4124870886,1981.3,57472,163915,172390,11889,216634000,14265220,183030,311298,188153,796877,1638500,2223700,786900,13312030,292327000,89543,254557,1816618
1981.4,11.0001312381,12.0869568471,12.1346249778,9.4378742716,19.2501360834,16.5673345527,12.1592430582,12.763451648,12.1826402385,13.645487069,14.3326959157,14.6582408601,13.6334369704,16.4735992091,19.619295218,11.4550420825,12.4471071942,14.4501140126,1981.4,59882,177541,186209,12555,229207000,15671190,190850,349218,195368,843645,1677300,2322700,833540,14268990,331552000,94376,254513,1886274
1982.1,11.0211341996,12.0925119333,12.1268508508,9.3698196865,19.2455313975,16.6047898396,12.179163829,12.7832476498,12.1780897509,13.6685279593,14.3539902585,14.6777674013,13.6213674006,16.4886835592,19.589838476,11.4663787823,12.4963438633,14.4629713277,1982.1,61153,178530,184767,11729,228154000,16269290,194690,356200,194481,863309,1713400,2368500,823540,14485860,321928000,95452,267358,1910683
1982.2,11.0358730513,12.1218047744,12.1599606419,9.3893230275,19.2731921331,16.6655636669,12.192480692,12.774733121,12.1822613944,13.683169314,14.39375181,14.7040600349,13.6341085782,16.5300377381,19.6130960166,11.5190168746,12.5251625379,14.4798898834,1982.2,62061,183837,190987,11960,234553000,17288700,197300,353180,195294,876042,1782900,2431600,834100,15097470,329503000,100611,275175,1943284
1982.3,11.0631635823,12.1325445052,12.1578850498,9.4054958868,19.2815095046,16.7606124752,12.208918592,12.7617951502,12.3272189081,13.6961209825,14.3957129795,14.7219125571,13.6414071396,16.5687374183,19.6506487268,11.5332867597,12.5162705729,14.5135507482,1982.3,63778,185822,190591,12155,236512000,19012600,200570,348640,225758,887462,1786400,2475400,840210,15693190,342112000,102057,272739,2009810
1982.4,11.1008284141,12.1357038279,12.2396283041,9.468696615,19.3232132642,16.8064413227,12.2590445303,12.8379027771,12.3530735407,13.7494658364,14.4018517342,14.7624080864,13.6999650172,16.6229408274,19.7995072902,11.5811166819,12.499230946,14.5553351963,1982.4,66226,186410,206825,12948,246584000,19904200,210880,376210,231671,936089,1797400,2577700,890880,16567290,397024000,107057,268131,2095568
1983.1,11.136004081,12.1329587945,12.2615688453,9.4279486318,19.3142472247,16.8202565853,12.2581431378,12.8708460714,12.3410798236,13.7551329681,14.3914495376,14.7745925441,13.690457409,16.5059634982,19.7633810428,11.6048845817,12.5383467968,14.5923217276,1983.1,68597,185899,211413,12431,244383000,20181090,210690,388810,228909,941409,1778800,2609300,882450,14738350,382937000,109632,278827,2174527
1983.2,11.1528303933,12.1329587945,12.3527886134,9.4476234868,19.339815428,16.8587254746,12.2734976218,12.8365462316,12.3557763092,13.7744729152,14.4330717516,14.7944755744,13.6963665967,16.5271815295,19.7832611385,11.6500229914,12.5622879839,14.6135567977,1983.2,69761,185899,231605,12678,250712000,20972560,213950,375700,232298,959793,1854400,2661700,887680,15054410,390626000,114694,285583,2221197
1983.3,11.1806504079,12.1256540339,12.3750471926,9.4595414576,19.3442370177,16.9056180289,12.291011042,12.8496618672,12.3693600297,13.7848100843,14.4442258784,14.7995720816,13.7047800944,16.5515850512,19.8104490639,11.660767717,12.5450381998,14.625923307,1983.3,71729,184546,236818,12830,251823000,21979440,217730,380660,235475,969766,1875200,2675300,895180,15426310,401392000,115933,280699,2248836
1983.4,11.2251367202,12.1262769907,12.4848628018,9.5359683068,19.3898864546,16.9483111493,12.3487867477,12.905500064,12.3912152195,13.8001319104,14.4816461893,14.8667167242,13.755484507,16.5932391733,19.9218516989,11.7063435602,12.5472196527,14.6540148682,1983.4,74992,184661,264306,13849,263585000,22938130,230680,402520,240678,984739,1946700,2861100,941740,16082450,448694000,121339,281312,2312905
1984.1,11.2485040861,12.1235276431,12.4867640904,9.4750096701,19.3798585366,16.9519234822,12.3678513011,12.914847082,12.4102943016,13.7932107553,14.4940008492,14.8679392823,13.7326396881,16.5463237062,19.8854766257,11.7298255665,12.5791178624,14.6750053044,1984.1,76765,184154,264809,13030,260955000,23021140,235120,406300,245314,977947,1970900,2864600,920470,15345360,432666000,124222,290430,2361967
1984.2,11.2524823539,12.1581788295,12.5460423304,9.4984473541,19.4027404896,16.9470059196,12.3856404141,12.8539086034,12.4219740356,13.8092872332,14.5233000153,14.888531497,13.7414225856,16.5683588385,19.8946562577,11.7618147327,12.618116069,14.696286023,1984.2,77071,190647,280981,13339,266995000,22908210,239340,382280,248196,993796,2029500,2924200,928590,15687250,436656000,128260,301980,2412770
1984.3,11.2893193067,12.1616399737,12.5472089883,9.5159851448,19.4195942369,16.9835026888,12.4334074015,12.8595690205,12.4381362942,13.8165739923,14.5185090546,14.9020502654,13.7522725242,16.5999345908,19.9185343687,11.7868913998,12.6153106274,14.7109710387,1984.3,79963,191308,281309,13575,271533000,23759730,251050,384450,252240,1001064,2019800,2964000,938720,16190490,447208000,131517,301134,2448463
1984.4,11.3360928165,12.1858750402,12.6436466996,9.5898036775,19.4567400945,17.022539687,12.528916725,12.9750691384,12.5201787576,13.8617173882,14.5258589458,14.9492325571,13.8099752665,16.6418355257,20.0353589023,11.8511533025,12.6105806291,14.7583976501,1984.4,83792,196001,309789,14615,281809000,24705580,276210,431520,273807,1047291,2034700,3107200,994480,16883300,502627000,140246,299713,2567383
1985.1,11.3777584497,12.1747677197,12.6261011901,9.5279209948,19.4636746089,17.030190392,12.5320254608,12.9253504287,12.5247736188,13.8648767467,14.5451825132,14.9546567997,13.788416815,16.6208386985,20.0199349783,11.8777352313,12.656797885,14.768661527,1985.1,87357,193836,304401,13738,283770000,24895320,277070,410590,275068,1050605,2074400,3124100,973270,16532500,494934000,144024,313890,2593870
1985.2,11.4147722476,12.21085121,12.6906661973,9.5484541177,19.4844393036,17.0627114146,12.5392179254,12.8786088722,12.5306060398,13.8759280995,14.5711629439,14.9596378119,13.7972956695,16.6552291674,20.0314357886,11.9321488261,12.6730560936,14.800429935,1985.2,90651,200958,324703,14023,289724000,25718250,279070,391840,276677,1062280,2129000,3139700,981950,17110950,500659000,152078,319035,2677596
1985.3,11.4694854631,12.2177590922,12.6985866299,9.5532206049,19.4848672056,17.1295467332,12.5856385801,12.8651458458,12.5322888974,13.8799781391,14.5467720706,14.9718884835,13.8036201464,16.6859335446,20.0468145018,11.9520187541,12.6638771673,14.8171808695,1985.3,95749,202351,327285,14090,289848000,27495880,292330,386600,277143,1066591,2077700,3178400,988180,17644480,508418000,155130,316120,2722826
